provider_number,network,facility_name,five_star_date,five_star,five_star_data_availability_code,address_line_1,address_line_2,city,state,zip,county,phone_number,profit_or_nonprofit,chain_owned,chain_organization,late_shift,of_dialysis_stations,offers_incenter_hemodialysis,offers_peritoneal_dialysis,offers_home_hemodialysis_training,percentage_of_medicare_patients_with_hgb10_gdl,percentage_of_medicare_patients_with_hgb12_gdl,percentage_of_adult_patients_with_serum_phosphorus_less_tha_1,percentage_of_adult_patients_with_serum_phosphorus_between__2,percentage_of_adult_patients_with_serum_phosphorus_between__3,percentage_of_adult_patients_with_serum_phosphorus_between__4,percentage_of_adult_patients_with_serum_phosphorus_greater__5,mortality_rate_facility,hospitalization_rate_facility,standard_infection_ratio,percentage_of_adult_patients_with_long_term_catheter_in_use,standardized_first_kidney_transplant_waitlist_ratio
152634,9,"FMC - MUNCIE DIALYSIS",01/01/2016-12/31/2019,4,1,"4021 WEST KILGORE AVE.",,MUNCIE,IN,47304,DELAWARE,"(765) 284-3049",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,1,1,17,0,9,25,28,22,16,18.4,197.2,0,18,0.62
152635,9,"US RENAL CARE LAFAYETTE DIALYSIS",01/01/2016-12/31/2019,3,1,"915 B MEZZANINE DRIVE",,LAFAYETTE,IN,47905,TIPPECANOE,"(765) 448-4851",Profit,Yes,"US RENAL CARE, INC.",0,12,1,0,0,16,0,7,26,38,16,13,20,144.1,0.34,18,
162527,12,"DAVITA SHENANDOAH DIALYSIS",01/01/2016-12/31/2019,4,1,"300 PERSHING AVENUE",,SHENANDOAH,IA,51601,PAGE,"(712) 246-5220",Profit,Yes,DAVITA,0,12,1,0,0,22,0,8,22,33,22,14,18.1,154.1,0.34,12,
162528,12,"DAVITA HARLAN DIALYSIS",01/01/2016-12/31/2019,5,1,"2802 12TH STREET",,HARLAN,IA,51537,SHELBY,"(319) 472-7235",Profit,Yes,DAVITA,0,8,1,0,0,23,0,4,18,32,21,25,24,181.4,0.54,12,
112871,6,"INNOVATIVE DIALYSIS CENTERS OF LA GRANGE, LLC",01/01/2016-12/31/2019,,260,"1300 LAFAYETTE PKWY","SUITE E",LAGRANGE,GA,30241,TROUP,"(706) 883-3443",Profit,Yes,"US RENAL CARE, INC.",0,11,0,1,1,13,0,5,22,37,27,9,33.5,176.4,,,1.35
112872,6,"DAVITA ELLIJAY HT AT HOME",01/01/2016-12/31/2019,,260,"449 INDUSTRIAL BOULEVARD",,ELLIJAY,GA,30540,GILMER,"(706) 276-6040",Profit,Yes,DAVITA,0,2,0,1,1,,,4,21,29,27,19,27.8,264.9,,,
112874,6,"HEPHZIBAH DIALYSIS CLINIC LLC",01/01/2016-12/31/2019,4,1,"2516 TOBACCO RD",,HEPHZIBAH,GA,30815,RICHMOND,"(706) 790-9314",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,21,1,0,0,39,0,9,26,26,23,16,24.8,131.3,0,12,0.69
112875,6,"DAVITA TOTAL RENAL CARE, INC.",01/01/2016-12/31/2019,5,1,"5615 OLD NATIONAL HWY",,ATLANTA,GA,30349,FULTON,"(404) 762-9243",Profit,Yes,DAVITA,0,17,1,1,1,15,0,9,23,31,21,16,21.7,165.4,0,9,0.58
112876,6,"DAVITA VICTORY DIALYSIS",01/01/2016-12/31/2019,5,1,"2401 SHELBY STREET",,COLUMBUS,GA,31903,MUSCOGEE,"(706) 682-5327",Profit,Yes,DAVITA,0,12,1,0,0,25,0,10,25,30,22,13,25.4,149,0.94,2,
142502,10,"FMC - LOOP",01/01/2016-12/31/2019,3,1,"557 W. POLK STREET STE 100",,CHICAGO,IL,60607,COOK,"(312) 834-0653",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,0,0,12,0,9,24,29,23,15,16.1,156.6,0,11,1.13
142526,10,"FMC - QUAD CITIES",01/01/2016-12/31/2019,3,1,"400 JOHN DEERE RD.",,MOLINE,IL,61265,"ROCK ISLAND","(309) 762-5570",Profit,Yes,"FRESENIUS MEDICAL CARE",0,36,1,1,1,30,0,9,29,28,23,11,23.9,206.9,0.48,13,1.82
142527,10,"DAVITA METRO EAST DIALYSIS",01/01/2016-12/31/2019,3,1,"5105 WEST MAIN ST.",,BELLEVILLE,IL,62226,"SAINT CLAIR","(618) 233-9018",Profit,Yes,DAVITA,1,36,1,1,1,32,0,5,19,30,24,21,26,233.8,1.7,7,0.2
142528,10,"DAVITA LINCOLN PARK DIALYSIS",01/01/2016-12/31/2019,4,1,"2484 N. ELSTON AVE",,CHICAGO,IL,60647,COOK,"(773) 278-4403",Profit,Yes,DAVITA,0,25,1,0,1,15,0,8,20,34,21,16,17.3,209.6,0.2,8,0.65
142634,10,"DAVITA MARYVILLE DIALYSIS",01/01/2016-12/31/2019,3,1,"2102 VADALABENE DR  STE 1",,MARYVILLE,IL,62062,MADISON,"(618) 288-1196",Profit,Yes,DAVITA,0,16,1,0,0,19,0,6,20,31,20,22,20.7,245.4,0.45,15,2.07
142635,10,"DAVITA CHICAGO HEIGHTS DIALYSIS",01/01/2016-12/31/2019,4,1,"177 B WEST JOE ORR RD",,"SOUTH CHICAGO HEIGHT",IL,60411,COOK,"(708) 755-9000",Profit,Yes,DAVITA,1,16,1,1,0,27,0,5,14,29,24,28,23.3,221.1,0.29,7,
142761,10,"HOME DIALYSIS SEVICES HICKORY HILLS LLC",01/01/2016-12/31/2019,,260,"7831 W 95TH ST STE CNE",,"HICKORY HILLS",IL,60457,COOK,"(630) 965-9007",Profit,No,INDEPENDENT,0,0,0,1,1,27,0,2,19,23,36,20,12.4,236.6,,,1.83
142762,10,"DAVITA MOLINE HOME TRAINING",01/01/2016-12/31/2019,,260,"4650 38TH AVE",,MOLINE,IL,61265,"ROCK ISLAND","(309) 736-4260",Profit,Yes,DAVITA,0,2,0,1,1,,,9,25,24,24,18,19.6,242.6,,,
142858,10,"DAVITA GENEVA CROSSINGS",01/01/2016-12/31/2019,,260,"546 S SCHMALE ROAD",,"CAROL STREAM",IL,60188,,"(630) 260-4086",Profit,No,INDEPENDENT,0,12,1,0,0,,,,,,,,,,,,
142859,10,"FKC - EAST PEORIA HOME",01/01/2016-12/31/2019,3,1,"415 RICHLAND ST",,"EAST PEORIA",IL,61611,,"(309) 698-7245",Profit,Yes,"FRESENIUS MEDICAL CARE",0,0,0,1,1,54,0,8,23,30,26,12,,339.6,,3,
142860,10,"DAVITA BRIGHTON PARK DIALYSIS",01/01/2016-12/31/2019,,260,"4737 S. CALIFORNIA AVE.",,CHICAGO,IL,60632,,"(773) 650-9026",Profit,Yes,DAVITA,0,16,1,0,0,,,5,34,29,21,11,,,,8,
142861,10,"DIALYSIS CARE CENTER - ELGIN",01/01/2016-12/31/2019,,260,"995 NORTH RANDALL ROAD",,ELGIN,IL,60123,,"(815) 714-7171",Profit,No,INDEPENDENT,0,14,1,0,0,,,,,,,,,,,,
162529,12,"DAVITA RIVERPOINT DIALYSIS UNIT",01/01/2016-12/31/2019,5,1,"501 SW 7TH ST STE B",,"DES MOINES",IA,50309,POLK,"(515) 283-1300",Profit,Yes,DAVITA,0,16,1,1,0,12,0,4,19,36,25,17,24.1,137.5,0.7,7,1.79
162530,12,"FMC - BETTENDORF",01/01/2016-12/31/2019,4,1,"4480 UTICA RIDGE ROAD SUITE 1130",,BETTENDORF,IA,52722,SCOTT,"(563) 344-9977",Profit,Yes,"FRESENIUS MEDICAL CARE",0,9,1,0,0,,,6,17,26,26,25,20.6,187.2,0.75,5,
162532,12,"FMC - MERCY",01/01/2016-12/31/2019,2,1,"95 UNIVERSITY STE. 11",,"DES MOINES",IA,50314,POLK,"(515) 244-0379",Profit,Yes,"FRESENIUS MEDICAL CARE",0,21,1,1,0,20,0,8,24,31,22,15,32.1,206.6,0.34,25,1.88
162533,12,"DAVITA EAST DES MOINES DIALYSIS",01/01/2016-12/31/2019,4,1,"1301 PENNSYLVANIA AVE STE 208",,"DES MOINES",IA,50316,POLK,"(515) 262-5995",Profit,Yes,DAVITA,0,16,1,1,1,19,0,5,23,39,20,12,31.9,157,0.24,12,2.39
142782,10,"FMC - HIGHLAND",01/01/2016-12/31/2019,4,1,"1657 OLD SKOKIE ROAD",,"HIGHLAND PARK",IL,60035,LAKE,"(847) 579-0675",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,1,0,9,0,7,29,32,25,7,21.8,177.9,0.29,15,
142783,10,"DAVITA WEST SIDE DIALYSIS",01/01/2016-12/31/2019,3,1,"1600 W 13TH STREET UNIT 3",,CHICAGO,IL,60608,COOK,"(312) 243-9286",Profit,Yes,DAVITA,0,12,1,0,0,27,0,7,24,36,18,16,21.3,281.2,0,11,
142503,10,"FMC - DOWNERS GROVE DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"3825 HIGHLAND SUITE 102",,"DOWNERS GROVE",IL,60515,DUPAGE,"(630) 964-2605",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,0,0,6,0,9,26,35,24,6,9.8,117.9,0.24,9,
142504,10,"FMC - OAK PARK DIALYSIS UNIT",01/01/2016-12/31/2019,5,1,"733 WEST MADISON STREET",,"OAK PARK",IL,60302,COOK,"(708) 386-8757",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,0,0,23,0,9,23,27,27,13,13.3,126.6,0.51,10,1.13
142505,10,"DAVITA LOOP RENAL CENTER",01/01/2016-12/31/2019,4,1,"1101 SOUTH CANAL",,CHICAGO,IL,60607,COOK,"(312) 341-2543",Profit,Yes,DAVITA,0,28,1,1,1,13,0,5,14,25,27,29,13.6,136.2,0.41,9,1.54
142506,10,"FRESENIUS MEDICAL CARE SUMMIT LLC",01/01/2016-12/31/2019,4,1,"1806 W HUBBARD",,CHICAGO,IL,60622,COOK,"(312) 243-1139",Profit,Yes,"FRESENIUS MEDICAL CARE",0,21,1,0,0,14,0,6,21,29,26,18,22.3,106.2,0.36,26,2
142507,10,"FMC - ELK GROVE DIALYSIS CTR",01/01/2016-12/31/2019,5,1,"901 BIESTERFIELD ROAD  STE 400",,"ELK GROVE VILLAGE",IL,60007,COOK,"(847) 437-0824",Profit,Yes,"FRESENIUS MEDICAL CARE",0,28,1,1,0,12,0,7,27,35,17,14,18.9,179.8,0.39,17,1.39
142636,10,"DAVITA JERSEYVILLE DIALYSIS",01/01/2016-12/31/2019,3,1,"917 SOUTH STATE",,JERSEYVILLE,IL,62052,JERSEY,"(618) 498-9532",Profit,Yes,DAVITA,0,17,1,0,0,13,0,5,25,28,23,20,18,208.9,0.64,12,
142637,10,"FMC - BREESE DIALYSIS",01/01/2016-12/31/2019,3,1,"160 NORTH MAIN STREET",,BREESE,IL,62230,CLINTON,"(618) 526-7370",Profit,Yes,"FRESENIUS MEDICAL CARE",0,8,1,1,1,40,0,6,27,33,26,8,16.2,180.8,0.73,11,
142638,10,"DAVITA BEVERLY DIALYSIS",01/01/2016-12/31/2019,3,1,"8109 SOUTH WESTERN AVE",,CHICAGO,IL,60620,COOK,"(773) 778-0173",Profit,Yes,DAVITA,1,16,1,1,1,14,2,4,18,29,21,27,20.4,208.7,0.16,16,0.68
142639,10,"DAVITA SYCAMORE DIALYSIS",01/01/2016-12/31/2019,5,1,"2200 GATEWAY DR",,SYCAMORE,IL,60178,DEKALB,"(815) 758-0205",Profit,Yes,DAVITA,0,14,1,1,1,23,0,3,18,32,25,22,11.9,181.5,0.94,10,
112792,6,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",01/01/2016-12/31/2019,4,1,"14 CHEROKEE RD","SUITE A",CEDARTOWN,GA,30125,POLK,"(770) 748-7614",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,0,0,27,0,7,28,31,25,9,27.2,240,1.1,5,1.53
142862,10,"EXCEL RENAL CARE SERVICES",01/01/2016-12/31/2019,,260,"3002 N ASHLAND AVE",,CHICAGO,IL,60657,,"(773) 296-3003",Profit,No,INDEPENDENT,0,0,0,1,1,,,,,,,,,,,,
142863,10,"DAVITA OAK MEADOWS DIALYSIS",01/01/2016-12/31/2019,,260,"5020 W. 95TH STREET",,"OAK LAWN",IL,60453,,"(615) 238-3136",Profit,No,INDEPENDENT,0,12,1,0,0,,,,,,,,,,,,
152610,9,"FMC - LIBERTY DIALYSIS - LEBANON, LLC",01/01/2016-12/31/2019,3,1,"2485 N. LEBANON STREET",,LEBANON,IN,46052,BOONE,"(765) 485-0533",Profit,Yes,"FRESENIUS MEDICAL CARE",0,9,1,1,1,42,0,8,24,21,25,22,23.3,158.1,0.51,19,
152611,9,"FMC - NEPHROLOGY - MARSHALL COUNTY",01/01/2016-12/31/2019,5,1,"2855 MILLER DRIVE,  STE 209",,PLYMOUTH,IN,46563,MARSHALL,"(574) 936-2754",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,0,0,6,0,4,18,31,22,24,21.7,162.8,0.42,0,0.96
152612,9,"FMC - NEPHROLOGY - HOME",01/01/2016-12/31/2019,,260,"250 E. DAY ROAD, SUITE 300",,MISHAWAKA,IN,46545,,"(574) 273-6777",Profit,Yes,"FRESENIUS MEDICAL CARE",0,2,0,1,1,15,0,7,23,27,26,16,21.7,177.3,,,2.43
152614,9,"DSI - NORTH GRANVILLE DIALYSIS CLINIC",01/01/2016-12/31/2019,5,1,"3001 NORTH GRANVILLE AVE.",,MUNCIE,IN,47303,DELAWARE,"(765) 288-3740",Profit,Yes,"US RENAL CARE, INC.",0,16,1,0,0,11,0,19,38,37,6,1,15,159.9,1.41,11,
142784,10,"MIDWEST KIDNEY CENTER",01/01/2016-12/31/2019,,260,"8632 S PULASKI RD",,CHICAGO,IL,60652,COOK,"(773) 284-2572",Profit,No,INDEPENDENT,0,1,0,1,0,,,15,31,33,14,6,,,,,
142785,10,"DAVITA NEW LENOX HOME TRAINING",01/01/2016-12/31/2019,,260,"1890 SILVER CROSS BLVD  STE 465",,"NEW LENOX",IL,60451,WILL,"(815) 462-3971",Profit,Yes,DAVITA,0,3,0,1,1,29,0,8,30,24,21,17,22.3,245.7,,,
142787,10,"USRC - VILLA PARK HOME THERAPIES",01/01/2016-12/31/2019,,260,"202 EAST NORTH AVENUE",,"VILLA PARK",IL,60181,DURHAM,"(630) 415-3458",Profit,Yes,"US RENAL CARE, INC.",0,1,1,1,0,,,4,35,36,24,2,20.4,110.1,,,
142791,10,"HOME HEMODIALYSIS NETWORK",01/01/2016-12/31/2019,,260,"14146 S BELL RD",,"HOMER GLEN",IL,60491,DURHAM,"(708) 645-1700",Profit,No,INDEPENDENT,0,0,0,0,1,,,15,34,26,19,6,,,,21,
152521,9,"DAVITA COMPREHENSIVE RENAL CARE - GARY",01/01/2016-12/31/2019,3,1,"4802 BROADWAY",,GARY,IN,46408,LAKE,"(219) 887-1199",Profit,Yes,DAVITA,1,40,1,1,0,14,0,7,23,36,20,14,20.9,170.4,0.88,19,0
152522,9,"DAVITA COMPREHENSIVE RENAL CARE - HAMMOND",01/01/2016-12/31/2019,4,1,"222 DOUGLAS STREET",,HAMMOND,IN,46320,LAKE,"(219) 932-1199",Profit,Yes,DAVITA,0,32,1,1,1,30,0,10,18,29,23,20,17.5,228.9,0.18,16,0.28
142614,10,"TRI CITIES DIALYSIS LLC",01/01/2016-12/31/2019,4,1,"306 RANDALL RD",,GENEVA,IL,60134,KANE,"(630) 262-1306",Profit,No,INDEPENDENT,0,20,1,1,1,17,0,8,26,27,24,15,20,180.5,,14,3.01
142615,10,"DAVITA STONECREST DIALYSIS",01/01/2016-12/31/2019,5,1,"1302 E. STATE ST.",,ROCKFORD,IL,61104,WINNEBAGO,"(815) 968-5794",Profit,Yes,DAVITA,0,12,1,1,0,19,0,6,26,40,15,14,19.2,200,1.43,4,0
142616,10,"FMC - NEOMEDICA - ROUND LAKE",01/01/2016-12/31/2019,4,1,"401 W. NIPPERSINK",,"ROUND LAKE",IL,60073,LAKE,"(847) 740-5281",Profit,Yes,"FRESENIUS MEDICAL CARE",1,16,1,0,0,10,2,8,31,28,21,12,14.6,151.3,0.65,17,
142617,10,"FMC - GLENDALE HEIGHTS DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"130 E. ARMY TRAIL ROAD",,"GLENDALE HEIGHTS",IL,60139,GALLATIN,"(630) 924-7286",Profit,Yes,"FRESENIUS MEDICAL CARE",0,29,1,0,0,15,0,8,24,27,24,17,20.7,223,0.22,15,1.32
142618,10,"DIALYSIS CENTER OF AMERICA ILLINOIS DBA RENAL CARE GROUP MID AMERICA SKOKIE",01/01/2016-12/31/2019,4,1,"9801 WOODS DR",,SKOKIE,IL,60076,COOK,"(847) 581-1620",Profit,Yes,"FRESENIUS MEDICAL CARE",0,14,1,1,1,10,0,10,27,29,22,12,18.2,197.1,0.52,13,2.33
112896,6,"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",01/01/2016-12/31/2019,2,1,"2450 MT. ZION PARKWAY",,JONESBORO,GA,30236,CLAYTON,"(770) 472-3814",Profit,Yes,"FRESENIUS MEDICAL CARE",0,11,1,1,1,43,0,4,25,34,27,9,19.8,225.6,0.21,20,0.63
112897,6,"FRESENIUS MEDICAL CARE JONESBORO, LLC",01/01/2016-12/31/2019,5,1,"8060 SUMMIT BUSINESS PARKWAY",,JONESBORO,GA,30236,CLAYTON,"(770) 603-8540",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,1,1,18,0,7,23,32,19,18,23.7,180.6,0.29,6,1.17
112899,6,"MACON SOUTHSIDE DIALYSIS CENTER, LLC",01/01/2016-12/31/2019,3,1,"2101-2121 EISENHOWER PARKWAY","SUITE 2117",MACON,GA,31206,BIBB,"(478) 744-9551",Profit,Yes,"AMERICAN RENAL ASSOCIATES",0,21,1,1,1,27,0,10,30,32,15,13,23.3,210.8,1.19,10,0.42
142529,10,"DAVITA EMERALD DIALYSIS",01/01/2016-12/31/2019,3,1,"710 WEST 43RD STREET",,CHICAGO,IL,60609,COOK,"(773) 843-5668",Profit,Yes,DAVITA,0,24,1,0,0,24,0,6,20,33,21,20,20.3,233.1,1.29,13,1.04
142530,10,"FMC - WEST SUBURBAN DIALYSIS CENTER",01/01/2016-12/31/2019,4,1,"518 N AUSTIN SUITE 5000",,"OAK PARK",IL,60302,COOK,"(708) 386-5550",Profit,Yes,"FRESENIUS MEDICAL CARE",0,46,1,0,0,15,0,10,26,28,25,10,14.9,174.9,0.81,11,0.59
152615,9,"DAVITA GREENSBURG DIALYSIS",01/01/2016-12/31/2019,3,1,"1531 N. COMMERCE EAST DRIVE",,GREENSBURG,IN,47240,DECATUR,"(812) 662-6570",Profit,Yes,DAVITA,0,12,1,1,1,45,0,5,15,32,26,22,23.3,129.5,0.77,16,
152616,9,"DAVITA INDY SOUTH DIALYSIS",01/01/2016-12/31/2019,3,1,"972 EMERSON PARKWAY, SUITE E",,GREENWOOD,IN,46143,JOHNSON,"(317) 881-0641",Profit,Yes,DAVITA,0,12,1,1,1,41,0,7,21,34,23,14,24.3,172.4,0.28,20,0.6
162333,12,"MERCY DIALYSIS - VINTON",01/01/2016-12/31/2019,,260,"502 NORTH 9TH AVENUE","DIALYSIS UNIT",VINTON,IA,52349,BENTON,"(319) 472-6359",Non-Profit,No,INDEPENDENT,0,5,1,0,0,,,,,,,,11.3,60,,,
162500,12,"TRI- STATE DIALYSIS - DUBUQUE",01/01/2016-12/31/2019,4,1,"1500 DELHI ST #2100",,DUBUQUE,IA,52001,DUBUQUE,"(563) 589-4033",Profit,No,INDEPENDENT,0,32,1,1,1,10,0,9,24,32,26,9,21.5,160.8,0.11,18,1.47
162501,12,"DAVITA CENTRAL DES MOINES DIALYSIS",01/01/2016-12/31/2019,4,1,"1215 PLEASANT #106",,"DES MOINES",IA,50309,POLK,"(515) 241-5715",Profit,Yes,DAVITA,1,20,1,1,0,26,0,3,14,37,22,23,33.9,168.7,0.39,15,0.55
152523,9,"DAVITA JASPER DIALYSIS",01/01/2016-12/31/2019,5,1,"671 3 RD AVE SUITE A",,JASPER,IN,47546,DUBOIS,"(812) 482-1791",Profit,Yes,DAVITA,0,20,1,1,1,21,0,4,19,35,23,19,21.2,117.1,0.63,8,2.65
152524,9,"US RENAL CARE- NW INDIANAPOLIS RENAL CENTER",01/01/2016-12/31/2019,3,1,"6488 CORPORATE DRIVE",,INDIANAPOLIS,IN,46268,MARION,"(317) 328-9667",Profit,Yes,"US RENAL CARE, INC.",0,16,1,0,0,15,0,8,29,39,18,6,18.5,175.7,0.56,21,
152525,9,"FMC - INDIANAPOLIS-NORTH",01/01/2016-12/31/2019,2,1,"1225 W 86TH STREET",,INDIANAPOLIS,IN,46260,MARION,"(317) 228-0169",Profit,Yes,"FRESENIUS MEDICAL CARE",1,25,1,1,1,21,0,9,21,28,29,13,21.9,213.2,0.49,23,1.34
152526,9,"FMC - KOKOMO",01/01/2016-12/31/2019,3,1,"2350 S DIXON ROAD,  STE 450",,KOKOMO,IN,46902,HOWARD,"(765) 453-0052",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,1,1,16,0,9,23,27,25,16,23.6,152.8,0.12,19,1.57
152636,9,"DAVITA NORTH VERNON DIALYSIS",01/01/2016-12/31/2019,4,1,"2340 NORTH STATE HWY 7., STE A",,"NORTH VERNON",IN,47265,JENNINGS,"(812) 352-8150",Profit,Yes,DAVITA,0,10,1,0,0,17,0,5,18,34,24,18,19.6,175.3,0.52,13,
142619,10,"DAVITA ALTON DIALYSIS",01/01/2016-12/31/2019,5,1,"309 HOMER ADAMS PARKWAY",,ALTON,IL,62002,MADISON,"(618) 462-0186",Profit,Yes,DAVITA,0,18,1,1,0,9,0,7,29,36,17,12,20.3,184.2,1.74,8,0.56
142721,10,"DAVITA WOODLAWN DIALYSIS",01/01/2016-12/31/2019,5,1,"5060 S STATE ST",,CHICAGO,IL,60609,COOK,"(773) 924-2149",Profit,Yes,DAVITA,0,32,1,0,0,17,0,3,15,28,24,30,13.9,166.3,0.23,10,1.04
142722,10,"FMC - LOMBARD DIALYSIS",01/01/2016-12/31/2019,5,1,"1940 SPRINGER DRIVE",,LOMBARD,IL,60148,DUPAGE,"(630) 693-0394",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,1,1,17,0,10,28,32,18,11,17.6,172.4,0.69,14,3.24
142723,10,"FMC - PALATINE DIALYSIS CENTER",01/01/2016-12/31/2019,5,1,"691 EAST DUNDEE ROAD",,PALATINE,IL,60074,COOK,"(847) 963-4299",Profit,Yes,"FRESENIUS MEDICAL CARE",0,17,1,1,1,23,0,12,29,30,18,11,11.4,145.7,0.18,7,2.2
142724,10,"LAKEVIEW HOME DIALYSIS",01/01/2016-12/31/2019,1,1,"2845 N. SHERIDAN ROAD, SUITE 703",,CHICAGO,IL,60657,COOK,"(773) 525-3053",Profit,No,INDEPENDENT,0,0,0,1,0,,,2,9,27,41,22,32.2,150.4,,,
142531,10,"FMC - NORTHCENTER DIALYSIS",01/01/2016-12/31/2019,5,1,"2620 W. ADDISON ST.",,CHICAGO,IL,60618,COOK,"(773) 248-0462",Profit,Yes,"FRESENIUS MEDICAL CARE",0,16,1,0,0,11,0,9,32,38,15,6,22.6,153.6,0,13,
142533,10,"FKC - BERWYN",01/01/2016-12/31/2019,5,1,"2601 S HARLEM AVENUE",,BERWYN,IL,60402,COOK,"(708) 484-7300",Profit,Yes,"FRESENIUS MEDICAL CARE",0,28,1,1,0,25,0,9,28,33,18,12,13.7,157.4,0.24,10,0.4
142534,10,"DAVITA LOGAN SQUARE DIALYSIS",01/01/2016-12/31/2019,5,1,"2838 N KIMBALL AVE",,CHICAGO,IL,60618,COOK,"(773) 342-3738",Profit,Yes,DAVITA,0,27,1,0,0,7,0,5,19,34,21,21,18.2,156.6,0.94,5,0.36
142535,10,"FMC - SOUTHWEST ILLINOIS",01/01/2016-12/31/2019,3,1,"# 7 PROFESSIONAL DRIVE",,ALTON,IL,62002,MADISON,"(618) 463-5584",Profit,Yes,"FRESENIUS MEDICAL CARE",0,20,1,1,1,19,0,10,26,27,22,14,24.7,203.8,0.62,16,0.41
142640,10,"DAVITA CHURCHVIEW DIALYSIS",01/01/2016-12/31/2019,4,1,"417 WARE AVENUE",,ROCKFORD,IL,61107,WINNEBAGO,"(815) 397-4123",Profit,Yes,DAVITA,1,24,1,1,0,33,0,8,24,34,20,14,24.4,191.3,1.89,6,2.02
162506,12,"DAVITA WEST DES MOINES DIALYSIS",01/01/2016-12/31/2019,4,1,"6800 LAKE DR #185",,"WEST DES MOINES",IA,50266,POLK,"(515) 221-2944",Profit,Yes,DAVITA,0,10,1,1,0,19,0,3,18,32,27,21,24.9,204.8,0.31,11,2.74
162507,12,"FMC - DAVENPORT",01/01/2016-12/31/2019,3,1,"120 W. LOCUST ST.",,DAVENPORT,IA,52803,SCOTT,"(563) 323-3300",Profit,Yes,"FRESENIUS MEDICAL CARE",0,19,1,0,0,5,0,5,21,23,29,22,25.2,117.9,0.26,12,
162509,12,"SOUTHEASTERN RENAL DIALYSIS, L.C. - MOUNT PLEASANT",01/01/2016-12/31/2019,5,1,"507 S WHITE ST","SAUNDERS PARK","MOUNT PLEASANT",IA,52641,HENRY,"(319) 385-6720",Profit,No,INDEPENDENT,0,12,1,1,0,10,0,6,31,35,24,4,21.4,131.1,0.36,13,
142763,10,"DAVITA TIMBER CREEK",01/01/2016-12/31/2019,5,1,"1001 S ANNIE GLIDDEN ROAD",,DEKALB,IL,60115,DEKALB,"(815) 748-3124",Profit,Yes,DAVITA,0,12,1,0,0,12,0,4,21,38,20,17,21.1,166.1,2.7,7,
142764,10,"FMC - OAK FOREST",01/01/2016-12/31/2019,3,1,"5340A W 159TH STREET",,"OAK FOREST",IL,60452,COOK,"(708) 535-0080",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,1,0,31,0,7,22,29,26,16,18.9,203.6,0,18,1.06
142765,10,"FMC - NAPERBROOK",01/01/2016-12/31/2019,5,1,"2451 SOUTH WASHINGTON",,NAPERVILLE,IL,60565,DUPAGE,"(630) 428-9769",Profit,Yes,"FRESENIUS MEDICAL CARE",0,24,1,1,1,17,0,9,28,32,18,12,16.1,183.2,0.5,13,1.84
152637,9,"DAVITA PLAINFIELD RENAL CENTER",01/01/2016-12/31/2019,3,1,"8110 NETWORK DRIVE",,PLAINFIELD,IN,46168,HENDRICKS,"(317) 838-8089",Profit,Yes,DAVITA,1,24,1,1,1,21,2,8,27,33,23,8,21.4,189.3,0,15,0.66
152638,9,"FMC - PERU DIALYSIS",01/01/2016-12/31/2019,3,1,"25 WEST 2ND STREET",,PERU,IN,46970,MIAMI,"(765) 472-1531",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,1,1,36,0,8,29,28,19,17,20.4,182.2,0.48,22,
152640,9,"FMC - WELLS COUNTY",01/01/2016-12/31/2019,5,1,"1100 SOUTH MAIN STREET",,BLUFFTON,IN,46714,WELLS,"(260) 827-0359",Profit,Yes,"FRESENIUS MEDICAL CARE",0,8,1,1,1,27,0,7,28,24,25,16,14.7,141.1,2.04,8,0.5
152641,9,"FMC - SCOTT COUNTY DIALYSIS",01/01/2016-12/31/2019,4,1,"130 WESTAVIA BLVD",,SCOTTSBURG,IN,47170,SCOTT,"(812) 754-0630",Profit,Yes,"FRESENIUS MEDICAL CARE",0,12,1,0,0,,,13,28,30,19,11,24.2,243.2,0,10,
152642,9,"DAVITA HOOSIER HILLS DIALYSIS",01/01/2016-12/31/2019,5,1,"143 S. KINGSTON DRIVE",,BLOOMINGTON,IN,47408,MONROE,"(812) 333-1697",Profit,Yes,DAVITA,0,12,1,1,1,23,0,4,25,39,18,13,19,109.8,0.43,2,
